order_id,customer_id,order_date,updated_at,amount,currency,status,country
ORD-1262,C041,2026-08-24,2026-08-24T10:46:00Z,642.09,EUR,completed,JP
ORD-1263,C020,2026-08-24,2026-08-24T17:59:00Z,405.19,EUR,returned,ES
ORD-1264,,2026-08-24,2026-08-24T00:12:00Z,540.81,USD,returned,IN
ORD-1265,C056,2026-08-24,2026-08-24T07:25:00Z,533.47,EUR,returned,GB
ORD-1266,C032,2026-08-24,2026-08-24T14:38:00Z,824.48,GBP,completed,BR
ORD-1267,C040,2026-08-25,2026-08-25T21:51:00Z,846.7,EUR,completed,ES
ORD-1268,C043,2026-08-25,2026-08-25T04:04:00Z,160.57,USD,completed,BR
ORD-1269,C012,2026-08-25,2026-08-25T11:17:00Z,806.72,GBP,shipped,GB
ORD-1270,C036,2026-08-25,2026-08-25T18:30:00Z,55.83,GBP,completed,GB
ORD-1271,C042,2026-08-25,2026-08-25T01:43:00Z,462.48,USD,completed,GB
ORD-1272,C050,2026-08-25,2026-08-25T08:56:00Z,223.95,USD,shipped,US
ORD-1273,C057,2026-08-25,2026-08-25T15:09:00Z,0,GBP,completed,ES
ORD-1274,C054,2026-08-25,2026-08-25T22:22:00Z,845.69,USD,completed,BR
ORD-1275,C027,2026-08-25,2026-08-25T05:35:00Z,310.86,USD,returned,US
ORD-1276,C012,2026-08-25,2026-08-25T12:48:00Z,460.68,USD,completed,FR
ORD-1277,C024,2026-08-25,2026-08-25T19:01:00Z,535.52,GBP,completed,IN
ORD-1278,C005,2026-08-26,2026-08-26T02:14:00Z,407.57,USD,completed,IN
ORD-1279,C002,2026-08-26,2026-08-26T09:27:00Z,151.35,GBP,shipped,DE
ORD-1280,C032,2026-08-26,2026-08-26T16:40:00Z,293.01,USD,returned,IN
ORD-1281,C013,2026-08-26,2026-08-26T23:53:00Z,52.95,GBP,returned,DE
ORD-1282,C044,2026-08-26,2026-08-26T06:06:00Z,63.55,EUR,completed,JP
ORD-1283,C050,2026-08-26,2026-08-26T13:19:00Z,833.54,USD,completed,GB
ORD-1284,C040,2026-08-26,2026-08-26T20:32:00Z,566.14,USD,returned,DE
ORD-1285,C041,2026-08-26,2026-08-26T03:45:00Z,635.74,EUR,completed,IN
ORD-1286,C027,2026-08-26,2026-08-26T10:58:00Z,777.88,EUR,completed,BR
ORD-1287,C052,2026-08-26,2026-08-26T17:11:00Z,838.43,usd,completed,IN
ORD-1288,,2026-08-26,2026-08-26T00:24:00Z,827.95,GBP,completed,JP
ORD-1289,C016,2026-08-27,2026-08-27T07:37:00Z,260.07,EUR,returned,BR
ORD-1290,C023,2026-08-27,2026-08-27T14:50:00Z,276.51,usd,shipped,GB
ORD-1291,C052,2026-08-27,2026-08-27T21:03:00Z,768.31,GBP,returned,ES
ORD-1292,C055,2026-08-27,2026-08-27T04:16:00Z,816.13,EUR,completed,BR
ORD-1293,C029,2026-08-27,2026-08-27T11:29:00Z,695.14,USD,completed,DE
ORD-1294,C051,2026-08-27,2026-08-27T18:42:00Z,532.99,GBP,completed,FR
ORD-1295,C031,2026-08-27,2026-08-27T01:55:00Z,877.51,gbp,completed,DE
ORD-1296,C051,2026-08-27,2026-08-27T08:08:00Z,109.11,eur,completed,BR
ORD-1297,C003,2026-08-27,2026-08-27T15:21:00Z,130.32,eur,completed,US
ORD-1298,C036,2026-08-27,2026-08-27T22:34:00Z,843.93,USD,completed,IN
ORD-1299,C047,2026-08-27,2026-08-27T05:47:00Z,286.87,EUR,shipped,BR
ORD-1238,C050,2026-08-22,2026-08-22T10:34:00Z,506.63,GBP,completed,BR
ORD-1125,C058,2026-08-12,2026-08-12T11:05:00Z,419.82,GBP,completed,IN
ORD-1192,C032,2026-08-18,2026-08-18T00:36:00Z,202.67,USD,shipped,BR
ORD-1283,C050,2026-08-26,2026-08-26T13:19:00Z,833.54,USD,completed,GB
ORD-1278,C005,2026-08-26,2026-08-26T02:14:00Z,407.57,USD,completed,IN
